14;100000;;;;;;;;;;;;;
20;100100;;;;;;;;;;;;;
19;100200;;;;;;;;;;;;;
16;100300;;;;;;;;;;;;;
20;100400;;;;;;;;;;;;;
14;100500;;;;;;;;;;;;;no isto
17;100600;;;;;;;;;;;;;
26;100700;;;;;;;;;;;;;
14;100800;;;;;;;;;;;;;
22;100900;;;;;;;;;;;;;
21;101000;;;;;;;;;;;;;
21;101100;;;;;;;;;;;;;
20;101200;;;;;;;;;;;;;
24;101300;;;;;;;;;;;;;
22;101400;;;;;;;;;;;;;
21;101500;;;;;;;;;;;;;
20;101600;;;;;;;;;;;;;
19;101700;;;;;;;;;;;;;
21;101800;;;;;;;;;;;;;
22;101900;;;;;;;;;;;;;
21;102000;;;;;;;;;;;;;
11;102100;;;;;;;;;;;;;
13;102200;;;;;;;;;;;;;
16;102300;;;;;;;;;;;;;
13;102400;;;;;;;;;;;;;
10;102500;;;;;;;;;;;;;
10;102600;;;;;;;;;;;;;
11;102700;;;;;;;;;;;;;
10;102800;;;;;;;;;;;;;
6;102900;;;;;;;;;;;;;
9;103000;;;;;;;;;;;;;
6;103100;;;;;;;;;;;;;
1;103200;;;;;;;;;;;;;
11;103300;;;;;;;;;;;;;
5;103400;;;;;;;;;;;;;
5;103500;;;;;;;;;;;;;
6;103600;;;;;;;;;;;;;
4;103700;;;;;;;;;;;;;
3;103800;;;;;;;;;;;;;
5;103900;;;;;;;;;;;;;
8;104000;;;;;;;;;;;;;
6;104100;;;;;;;;;;;;;
2;104300;;;;;;;;;;;;;
2;104400;;;;;;;;;;;;;
1;104500;;;;;;;;;;;;;
2;104700;;;;;;;;;;;;;
4;104800;;;;;;;;;;;;;
1;104900;;;;;;;;;;;;;
2;105000;;;;;;;;;;;;;
1;105100;;;;;;;;;;;;;
2;105300;;;;;;;;;;;;;
1;106300;;;;;;;;;;;;;
1;106800;;;;;;;;;;;;;
1;106900;;;;;;;;;;;;;
1;107100;;;;;;;;;;;;;
1;107700;;;;;;;;;;;;;
1;116200;;;;;;;;;;;;;
1;116600;;;;;;;;;;;;;
1;117100;;;;;;;;;;;;;
1;117500;;;;;;;;;;;;;
1;53100;;;;;;;;;;;;;
1;53200;;;;;;;;;;;;;
1;53400;;;;;;;;;;;;;
2;53600;;;;;;;;;;;;;
1;53700;;;;;;;;;;;;;
1;54000;;;;;;;;;;;;;
1;54100;;;;;;;;;;;;;
1;54300;;;;;;;;;;;;;
1;84200;;;;;;;;;;;;;
1;84500;;;;;;;;;;;;;
1;85400;;;;;;;;;;;;;
2;85600;;;;;;;;;;;;;
1;85700;;;;;;;;;;;;;
2;85800;;;;;;;;;;;;;
3;86000;;;;;;;;;;;;;
2;86100;;;;;;;;;;;;;
1;86200;;;;;;;;;;;;;
2;86300;;;;;;;;;;;;;
1;86700;;;;;;;;;;;;;
1;86800;;;;;;;;;;;;;
2;86900;;;;;;;;;;;;;
1;87000;;;;;;;;;;;;;
2;87100;;;;;;;;;;;;;
1;87200;;;;;;;;;;;;;
1;87500;;;;;;;;;;;;;
1;87600;;;;;;;;;;;;;
3;87800;;;;;;;;;;;;;
2;87900;;;;;;;;;;;;;
6;88000;;;;;;;;;;;;;
4;88100;;;;;;;;;;;;;
3;88200;;;;;;;;;;;;;
2;88400;;;;;;;;;;;;;
2;88500;;;;;;;;;;;;;
1;88600;;;;;;;;;;;;;
1;88800;;;;;;;;;;;;;
3;89000;;;;;;;;;;;;;
1;89200;;;;;;;;;;;;;
1;89600;;;;;;;;;;;;;
2;89800;;;;;;;;;;;;;
2;89900;;;;;;;;;;;;;
2;90000;;;;;;;;;;;;;
2;90200;;;;;;;;;;;;;
1;90700;;;;;;;;;;;;;
1;90800;;;;;;;;;;;;;
1;91300;;;;;;;;;;;;;
1;92400;;;;;;;;;;;;;
1;92700;;;;;;;;;;;;;
1;93000;;;;;;;;;;;;;
1;94000;;;;;;;;;;;;;
1;94600;;;;;;;;;;;;;
2;94800;;;;;;;;;;;;;
1;95400;;;;;;;;;;;;;
4;95700;;;;;;;;;;;;;
1;96100;;;;;;;;;;;;;
1;96500;;;;;;;;;;;;;
1;96700;;;;;;;;;;;;;
2;96800;;;;;;;;;;;;;
3;96900;;;;;;;;;;;;;
4;97000;;;;;;;;;;;;;
1;97100;;;;;;;;;;;;;
3;97200;;;;;;;;;;;;;
2;97300;;;;;;;;;;;;;
1;97400;;;;;;;;;;;;;
3;97500;;;;;;;;;;;;;
3;97600;;;;;;;;;;;;;
2;97700;;;;;;;;;;;;;
6;97800;;;;;;;;;;;;;
8;97900;;;;;;;;;;;;;
6;98000;;;;;;;;;;;;;
3;98100;;;;;;;;;;;;;
5;98200;;;;;;;;;;;;;
7;98300;;;;;;;;;;;;;
1;98400;;;;;;;;;;;;;
10;98500;;;;;;;;;;;;;
6;98600;;;;;;;;;;;;;
6;98700;;;;;;;;;;;;;
6;98800;;;;;;;;;;;;;
7;98900;;;;;;;;;;;;;
5;99000;;;;;;;;;;;;;
14;99100;;;;;;;;;;;;;
11;99200;;;;;;;;;;;;;
11;99300;;;;;;;;;;;;;
22;99400;;;;;;;;;;;;;
13;99500;;;;;;;;;;;;;
13;99600;;;;;;;;;;;;;
15;99700;;;;;;;;;;;;;
19;99800;;;;;;;;;;;;;
23;99900;;;;;;;;;;;;;
